,headline,excerpt,share_text
1620,teens live social media world grownups know almost nothing,It can be as much about being Liked as being liked.,"Mastering the ""social"" part of ""social media."""
1621,teens live social media world grownups know almost nothing,It can be as much about being Liked as being liked.,The world of a digital teen.
1622,teens live social media world grownups know almost nothing,Social-media anxiety. It's not just for parents any more.,The world of a digital teen.
1623,teens live social media world grownups know almost nothing,Feeling okay about yourself has gotten more complicated.,The world of a digital teen.
1624,teens live social media world grownups know almost nothing,"Teens always think they know more than their parents. About this, they probably do.",The world of a digital teen.
1625,dug malcolm x speech predicted much going today creepy,He was killed 50 years ago this month. What he said shouldn't still be true.,"OK, now I have the chills."
1626,normal day family dressed homeless people prove point,,
1627,political party u k absolute dumbest thing try appeal women,They won't even admit what color the bus is now.,
1628,john oliver brutally mocks political ads women hilarious,They won't even admit what color the bus is now.,
1629,john oliver made fake campaign ad giant political party could really learn,They won't even admit what color the bus is now.,
1630,political party u k tried appeal women driving pink bus around whoops,They won't even admit what color the bus is now.,
1631,put inmates room nothing camera asked talk crimes wow,"They'll never see the outside of their prison again, but that doesn't mean they can't make an impact.",I'm floored.
1632,put inmates room nothing camera asked talk crimes wow,"They'll never see the outside of their prison again, but that doesn't mean they can't make an impact.",Powerful.
1633,put inmates room nothing camera asked talk crimes wow,"They'll never see the outside of their prison again, but that doesn't mean they can't make an impact.",I think this will have a huge impact. You?
1634,normal day family dressed homeless people prove point,test,
1635,watch completely ignore family get lesson homeless,,
1636,normal day family dressed homeless people prove point,,
1637,normal day family dressed homeless people prove point,,
1638,normal day family dressed homeless people prove point,,
1639,normal day family dressed homeless people prove point,,
1640,watch completely ignore family get lesson homeless,This was a good idea,It was a normal day until their family dressed as homeless people to prove a point
1641,watch completely ignore family get lesson homeless,This was a good idea,It was a normal day until their family dressed as homeless people to prove a point
1642,watch completely ignore family get lesson homeless,This was a good idea,It was a normal day until their family dressed as homeless people to prove a point
1643,mother taught leave place found mine,,
1644,want build hotel grand canyon lot people think kind bad idea,,
1645,people coming generations mine one already side,"The developers mean business, even on sacred ground. ",
1646,open letter academy oscars race,I love movies with happy endings. I hope the Oscars do too.,
1647,dear oscars time intervention little problem,I love movies with happy endings. I hope the Oscars do too.,
1648,oscars whole race thing trying avoid seeing,I love movies with happy endings. I hope the Oscars do too.,
1649,dear oscars time intervention little problem,"Everyone loves happy endings, right?",
1650,really many sacred places earth okay put hotels top,,
1651,people coming generations mine one already side,,
1652,oscars race problem things may considered,I love movies with happy endings. I hope the Oscars do too.,
1653,oscars race problem things may considered,I love movies with happy endings. I hope the Oscars do too.,
1654,oscars race problem things may considered,I love movies with happy endings. I hope the Oscars do too.,
1655,talking oscars race makes uncomfortable sorry advance,I love movies with happy endings. I hope the Oscars do too.,
1656,dear oscars time intervention race stuff,"Everyone loves happy endings, right?","If you don't think the Oscars have a race problem, you should read this. Same if you do. But instead of getting mad, check out some reasonable solutions that will actually make things better."
1657,science hollywood handles race kids start fixing,"Everyone loves happy endings, right?","If you don't think the Oscars have a race problem, you should read this. Same if you do. But instead of getting mad, check out some reasonable solutions that will actually make things better."
1658,dear oscars time talk thoughtfully whole race thing science,"Everyone loves happy endings, right?","If you don't think the Oscars have a race problem, you should read this. Same if you do. But instead of getting mad, check out some reasonable solutions that will actually make things better."
1659,infographic oscars handle race better facts solutions,"Everyone loves happy endings, right?","If you don't think the Oscars have a race problem, you should read this. Same if you do. But instead of getting mad, check out some reasonable solutions that will actually make things better."
1660,put inmates room nothing camera asked talk crimes wow,"They'll never see the outside of their prison again, but that doesn't mean they can't make an impact.","Oh, man. I've got chills."
1661,normal day family dressed homeless people prove point,test,
1662,normal day family dressed homeless people prove point,test,
1663,imagine climate change kids showing us right,,
1664,kids right photos show,,
1665,something wrong bar chart maddening reality behind,Yeah ... we should fix this.,
1666,took sick day would worry losing job,Yeah ... we should fix this.,
1667,caught cold take sick day easy,Yeah ... we should fix this.,
1668,facts sick days might get tummy turning,Yeah ... we should fix this.,
1669,facts sick days might get tummy turning,Yeah ... we should fix this.,
1670,facts sick days might get tummy turning,Yeah ... we should fix this.,
1671,facts sick days might get tummy turning,Yeah ... we should fix this.,
1672,facts sick days might get tummy turning,Yeah ... we should fix this.,
